date,x,y,percentChange,change
2018-02-21T00:00:00,1519171200000,51.89,-0.173,-0.09
2018-02-22T00:00:00,1519257600000,52.35,0.886,0.46
2018-02-23T00:00:00,1519344000000,53.2,1.624,0.85
2018-02-26T00:00:00,1519603200000,49.24,-7.444,-3.96
2018-02-27T00:00:00,1519689600000,50.65,2.864,1.41
2018-02-28T00:00:00,1519776000000,46.35,-8.49,-4.3
2018-03-01T00:00:00,1519862400000,46.77,0.906,0.42
2018-03-02T00:00:00,1519948800000,47.75,2.095,0.98
2018-03-05T00:00:00,1520208000000,46.86,-1.864,-0.89
2018-03-07T00:00:00,1520380800000,47.42,1.195,0.56
2018-03-08T00:00:00,1520467200000,48.34,1.94,0.92
2018-03-09T00:00:00,1520553600000,49.73,2.875,1.39
2018-03-12T00:00:00,1520812800000,51.38,3.318,1.65
2018-03-13T00:00:00,1520899200000,50.8,-1.129,-0.58
2018-03-14T00:00:00,1520985600000,49.04,-3.465,-1.76
2018-03-15T00:00:00,1521072000000,49.46,0.856,0.42
2018-03-16T00:00:00,1521158400000,49.1,-0.728,-0.36
2018-03-19T00:00:00,1521417600000,48.79,-0.631,-0.31
2018-03-20T00:00:00,1521504000000,49.63,1.722,0.84
2018-03-21T00:00:00,1521590400000,50.04,0.826,0.41
2018-03-23T00:00:00,1521763200000,48.92,-2.238,-1.12
2018-03-26T00:00:00,1522022400000,48.12,-1.635,-0.8
2018-03-27T00:00:00,1522108800000,49.88,3.658,1.76
2018-03-29T00:00:00,1522281600000,48.04,-3.689,-1.84
2018-04-03T00:00:00,1522713600000,47.39,-1.353,-0.65
2018-04-04T00:00:00,1522800000000,47.6,0.443,0.21
2018-04-05T00:00:00,1522886400000,47.29,-0.651,-0.31
2018-04-06T00:00:00,1522972800000,47.5,0.444,0.21
2018-04-09T00:00:00,1523232000000,48.56,2.232,1.06
2018-04-10T00:00:00,1523318400000,48.78,0.453,0.22
2018-04-11T00:00:00,1523404800000,49.66,1.804,0.88
2018-04-12T00:00:00,1523491200000,49.38,-0.564,-0.28
2018-04-13T00:00:00,1523577600000,49.94,1.134,0.56
2018-04-16T00:00:00,1523836800000,49.41,-1.061,-0.53
2018-04-17T00:00:00,1523923200000,48.83,-1.174,-0.58
2018-04-18T00:00:00,1524009600000,49.69,1.761,0.86
2018-04-19T00:00:00,1524096000000,50.32,1.268,0.63
2018-04-20T00:00:00,1524182400000,50.45,0.258,0.13
2018-04-23T00:00:00,1524441600000,50.61,0.317,0.16
2018-04-24T00:00:00,1524528000000,50.06,-1.087,-0.55
2018-04-25T00:00:00,1524614400000,50.65,1.179,0.59
2018-04-26T00:00:00,1524700800000,51.26,1.204,0.61
2018-04-30T00:00:00,1525046400000,52.47,2.361,1.21
2018-05-01T00:00:00,1525132800000,51.41,-2.02,-1.06
2018-05-02T00:00:00,1525219200000,50.52,-1.731,-0.89
2018-05-03T00:00:00,1525305600000,50.83,0.614,0.31
2018-05-04T00:00:00,1525392000000,51.76,1.83,0.93
2018-05-08T00:00:00,1525737600000,51.69,-0.135,-0.07
2018-05-09T00:00:00,1525824000000,52.31,1.199,0.62
2018-05-10T00:00:00,1525910400000,52.93,1.185,0.62
2018-05-11T00:00:00,1525996800000,53.46,1.001,0.53
2018-05-14T00:00:00,1526256000000,53.98,0.973,0.52
2018-05-15T00:00:00,1526342400000,53.7,-0.519,-0.28
2018-05-16T00:00:00,1526428800000,53.95,0.466,0.25
2018-05-17T00:00:00,1526515200000,55.0,1.946,1.05
2018-05-18T00:00:00,1526601600000,54.62,-0.691,-0.38
2018-05-21T00:00:00,1526860800000,55.34,1.318,0.72
2018-05-22T00:00:00,1526947200000,56.37,1.861,1.03
2018-05-23T00:00:00,1527033600000,55.95,-0.745,-0.42
2018-05-24T00:00:00,1527120000000,55.94,-0.018,-0.01
2018-05-25T00:00:00,1527206400000,54.33,-2.878,-1.61
2018-05-29T00:00:00,1527552000000,56.46,3.92,2.13
2018-05-30T00:00:00,1527638400000,57.1,1.134,0.64
2018-05-31T00:00:00,1527724800000,55.86,-2.172,-1.24
2018-06-01T00:00:00,1527811200000,54.2,-2.972,-1.66
2018-06-04T00:00:00,1528070400000,54.8,1.107,0.6
2018-06-05T00:00:00,1528156800000,53.67,-2.062,-1.13
2018-06-06T00:00:00,1528243200000,53.47,-0.373,-0.2
2018-06-07T00:00:00,1528329600000,54.32,1.59,0.85
2018-06-08T00:00:00,1528416000000,53.83,-0.902,-0.49
2018-06-11T00:00:00,1528675200000,53.09,-1.375,-0.74
2018-06-12T00:00:00,1528761600000,53.8,1.337,0.71
2018-06-13T00:00:00,1528848000000,54.82,1.896,1.02
2018-06-14T00:00:00,1528934400000,54.39,-0.784,-0.43
2018-06-15T00:00:00,1529020800000,52.95,-2.648,-1.44
2018-06-18T00:00:00,1529280000000,53.78,1.568,0.83
2018-06-19T00:00:00,1529366400000,52.46,-2.454,-1.32
2018-06-20T00:00:00,1529452800000,51.83,-1.201,-0.63
2018-06-21T00:00:00,1529539200000,52.24,0.791,0.41
2018-06-22T00:00:00,1529625600000,52.76,0.995,0.52
2018-06-25T00:00:00,1529884800000,52.42,-0.644,-0.34
2018-06-26T00:00:00,1529971200000,52.08,-0.649,-0.34
2018-06-27T00:00:00,1530057600000,54.0,3.687,1.92
2018-06-28T00:00:00,1530144000000,53.33,-1.241,-0.67
2018-06-29T00:00:00,1530230400000,53.97,1.2,0.64
2018-07-02T00:00:00,1530489600000,54.87,1.668,0.9
2018-07-03T00:00:00,1530576000000,55.13,0.474,0.26
2018-07-04T00:00:00,1530662400000,55.37,0.435,0.24
2018-07-05T00:00:00,1530748800000,56.24,1.571,0.87
2018-07-06T00:00:00,1530835200000,55.65,-1.049,-0.59
2018-07-09T00:00:00,1531094400000,57.09,2.588,1.44
2018-07-10T00:00:00,1531180800000,56.76,-0.578,-0.33
2018-07-11T00:00:00,1531267200000,56.31,-0.793,-0.45
2018-07-12T00:00:00,1531353600000,55.02,-2.291,-1.29
2018-07-13T00:00:00,1531440000000,55.92,1.636,0.9
2018-07-16T00:00:00,1531699200000,55.44,-0.858,-0.48
2018-07-17T00:00:00,1531785600000,55.54,0.18,0.1
2018-07-18T00:00:00,1531872000000,56.54,1.801,1.0
2018-07-19T00:00:00,1531958400000,56.74,0.354,0.2
2018-07-20T00:00:00,1532044800000,56.38,-0.634,-0.36
2018-07-23T00:00:00,1532304000000,56.84,0.816,0.46
2018-07-24T00:00:00,1532390400000,57.03,0.334,0.19
2018-07-25T00:00:00,1532476800000,57.6,0.999,0.57
2018-07-26T00:00:00,1532563200000,57.06,-0.938,-0.54
2018-07-27T00:00:00,1532649600000,56.9,-0.28,-0.16
2018-07-30T00:00:00,1532908800000,57.53,1.107,0.63
2018-07-31T00:00:00,1532995200000,59.14,2.799,1.61
2018-08-01T00:00:00,1533081600000,58.7,-0.744,-0.44
2018-08-02T00:00:00,1533168000000,58.59,-0.187,-0.11
2018-08-03T00:00:00,1533254400000,59.04,0.768,0.45
2018-08-06T00:00:00,1533513600000,59.5,0.779,0.46
2018-08-07T00:00:00,1533600000000,59.61,0.185,0.11
2018-08-08T00:00:00,1533686400000,59.68,0.117,0.07
2018-08-09T00:00:00,1533772800000,59.94,0.436,0.26
2018-08-10T00:00:00,1533859200000,60.09,0.25,0.15
2018-08-13T00:00:00,1534118400000,61.39,2.163,1.3
2018-08-14T00:00:00,1534204800000,61.53,0.228,0.14
2018-08-15T00:00:00,1534291200000,61.0,-0.861,-0.53
2018-08-16T00:00:00,1534377600000,61.8,1.311,0.8
2018-08-17T00:00:00,1534464000000,62.41,0.987,0.61
2018-08-20T00:00:00,1534723200000,62.69,0.449,0.28
2018-08-21T00:00:00,1534809600000,63.15,0.734,0.46
2018-08-22T00:00:00,1534896000000,63.55,0.633,0.4
2018-08-23T00:00:00,1534982400000,64.49,1.479,0.94
2018-08-24T00:00:00,1535068800000,65.16,1.039,0.67
2018-08-28T00:00:00,1535414400000,66.76,2.455,1.6
2018-08-29T00:00:00,1535500800000,67.26,0.749,0.5
2018-08-30T00:00:00,1535587200000,67.51,0.372,0.25
2018-08-31T00:00:00,1535673600000,66.86,-0.963,-0.65
2018-09-03T00:00:00,1535932800000,67.41,0.823,0.55
2018-09-04T00:00:00,1536019200000,67.94,0.786,0.53
2018-09-05T00:00:00,1536105600000,68.25,0.456,0.31
2018-09-06T00:00:00,1536192000000,69.05,1.172,0.8
2018-09-07T00:00:00,1536278400000,70.05,1.448,1.0
2018-09-10T00:00:00,1536537600000,72.25,3.141,2.2
2018-09-11T00:00:00,1536624000000,71.52,-1.01,-0.73
2018-09-12T00:00:00,1536710400000,69.19,-3.258,-2.33
2018-09-13T00:00:00,1536796800000,66.6,-3.743,-2.59
2018-09-14T00:00:00,1536883200000,66.75,0.225,0.15
2018-09-17T00:00:00,1537142400000,68.34,2.382,1.59
2018-09-18T00:00:00,1537228800000,67.15,-1.741,-1.19
2018-09-19T00:00:00,1537315200000,68.92,2.636,1.77
2018-09-20T00:00:00,1537401600000,69.67,1.088,0.75
2018-09-21T00:00:00,1537488000000,71.03,1.952,1.36
2018-09-24T00:00:00,1537747200000,72.68,2.323,1.65
2018-09-25T00:00:00,1537833600000,72.05,-0.867,-0.63
2018-09-26T00:00:00,1537920000000,69.7,-3.262,-2.35
2018-09-27T00:00:00,1538006400000,68.19,-2.166,-1.51
2018-09-28T00:00:00,1538092800000,70.8,3.828,2.61
2018-10-01T00:00:00,1538352000000,70.58,-0.311,-0.22
2018-10-02T00:00:00,1538438400000,70.12,-0.652,-0.46
2018-10-03T00:00:00,1538524800000,70.05,-0.1,-0.07
2018-10-04T00:00:00,1538611200000,70.76,1.014,0.71
2018-10-05T00:00:00,1538697600000,71.43,0.947,0.67
2018-10-08T00:00:00,1538956800000,69.74,-2.366,-1.69
2018-10-09T00:00:00,1539043200000,68.34,-2.007,-1.4
2018-10-10T00:00:00,1539129600000,66.96,-2.019,-1.38
2018-10-11T00:00:00,1539216000000,66.09,-1.299,-0.87
2018-10-12T00:00:00,1539302400000,68.36,3.435,2.27
2018-10-15T00:00:00,1539561600000,67.58,-1.141,-0.78
2018-10-16T00:00:00,1539648000000,67.42,-0.237,-0.16
2018-10-18T00:00:00,1539820800000,66.87,-0.816,-0.55
2018-10-19T00:00:00,1539907200000,68.77,2.841,1.9
2018-10-22T00:00:00,1540166400000,67.21,-2.268,-1.56
2018-10-23T00:00:00,1540252800000,66.22,-1.473,-0.99
2018-10-24T00:00:00,1540339200000,66.03,-0.287,-0.19
2018-10-26T00:00:00,1540512000000,63.85,-3.302,-2.18
2018-10-29T00:00:00,1540771200000,65.02,1.832,1.17
2018-10-30T00:00:00,1540857600000,63.02,-3.076,-2.0
2018-10-31T00:00:00,1540944000000,63.47,0.714,0.45
2018-11-01T00:00:00,1541030400000,61.62,-2.915,-1.85
2018-11-02T00:00:00,1541116800000,63.19,2.548,1.57
2018-11-05T00:00:00,1541376000000,62.13,-1.677,-1.06
2018-11-07T00:00:00,1541548800000,63.63,2.414,1.5
2018-11-08T00:00:00,1541635200000,63.37,-0.409,-0.26
2018-11-09T00:00:00,1541721600000,63.54,0.268,0.17
2018-11-12T00:00:00,1541980800000,67.64,6.453,4.1
2018-11-13T00:00:00,1542067200000,68.18,0.798,0.54
2018-11-14T00:00:00,1542153600000,67.81,-0.543,-0.37
2018-11-15T00:00:00,1542240000000,69.35,2.271,1.54
2018-11-16T00:00:00,1542326400000,68.3,-1.514,-1.05
2018-11-19T00:00:00,1542585600000,63.95,-6.369,-4.35
2018-11-20T00:00:00,1542672000000,64.07,0.188,0.12
2018-11-21T00:00:00,1542758400000,64.75,1.061,0.68
2018-11-22T00:00:00,1542844800000,64.57,-0.278,-0.18
2018-11-23T00:00:00,1542931200000,64.7,0.201,0.13
2018-11-26T00:00:00,1543190400000,63.49,-1.87,-1.21
2018-11-27T00:00:00,1543276800000,64.78,2.032,1.29
2018-11-28T00:00:00,1543363200000,62.46,-3.581,-2.32
2018-11-29T00:00:00,1543449600000,63.38,1.473,0.92
2018-11-30T00:00:00,1543536000000,65.98,4.102,2.6
2018-12-03T00:00:00,1543795200000,66.94,1.455,0.96
2018-12-04T00:00:00,1543881600000,65.95,-1.479,-0.99
2018-12-05T00:00:00,1543968000000,64.14,-2.745,-1.81
2018-12-06T00:00:00,1544054400000,62.72,-2.214,-1.42
2018-12-07T00:00:00,1544140800000,62.95,0.367,0.23
2018-12-10T00:00:00,1544400000000,63.81,1.366,0.86
2018-12-11T00:00:00,1544486400000,64.45,1.003,0.64
2018-12-12T00:00:00,1544572800000,65.61,1.8,1.16
2018-12-13T00:00:00,1544659200000,65.85,0.366,0.24
2018-12-14T00:00:00,1544745600000,67.38,2.323,1.53
2018-12-17T00:00:00,1545004800000,67.9,0.772,0.52
2018-12-18T00:00:00,1545091200000,66.81,-1.605,-1.09
2018-12-19T00:00:00,1545177600000,68.51,2.545,1.7
2018-12-20T00:00:00,1545264000000,68.89,0.555,0.38
2018-12-21T00:00:00,1545350400000,69.25,0.523,0.36
2018-12-24T00:00:00,1545609600000,69.13,-0.173,-0.12
2018-12-27T00:00:00,1545868800000,66.5,-3.804,-2.63
2018-12-28T00:00:00,1545955200000,65.09,-2.12,-1.41
2018-12-31T00:00:00,1546214400000,63.23,-2.858,-1.86
2019-01-02T00:00:00,1546387200000,63.83,0.949,0.6
2019-01-03T00:00:00,1546473600000,63.17,-1.034,-0.66
2019-01-04T00:00:00,1546560000000,64.17,1.583,1.0
2019-01-07T00:00:00,1546819200000,60.72,-5.376,-3.45
2019-01-08T00:00:00,1546905600000,62.16,2.372,1.44
2019-01-09T00:00:00,1546992000000,61.61,-0.885,-0.55
2019-01-10T00:00:00,1547078400000,61.69,0.13,0.08
2019-01-11T00:00:00,1547164800000,62.99,2.107,1.3
2019-01-14T00:00:00,1547424000000,61.43,-2.477,-1.56
2019-01-15T00:00:00,1547510400000,62.59,1.888,1.16
2019-01-16T00:00:00,1547596800000,62.59,0.0,0.0
2019-01-17T00:00:00,1547683200000,64.47,3.004,1.88
2019-01-18T00:00:00,1547769600000,63.89,-0.9,-0.58
2019-01-21T00:00:00,1548028800000,61.89,-3.13,-2.0
2019-01-22T00:00:00,1548115200000,62.11,0.355,0.22
2019-01-23T00:00:00,1548201600000,62.55,0.708,0.44
2019-01-24T00:00:00,1548288000000,60.74,-2.894,-1.81
2019-01-25T00:00:00,1548374400000,59.14,-2.634,-1.6
2019-01-28T00:00:00,1548633600000,58.33,-1.37,-0.81
2019-01-29T00:00:00,1548720000000,58.54,0.36,0.21
2019-01-30T00:00:00,1548806400000,57.79,-1.281,-0.75
2019-01-31T00:00:00,1548892800000,54.1,-6.385,-3.69
2019-02-01T00:00:00,1548979200000,53.09,-1.867,-1.01
2019-02-04T00:00:00,1549238400000,53.36,0.509,0.27
2019-02-05T00:00:00,1549324800000,53.38,0.037,0.02
2019-02-06T00:00:00,1549411200000,53.46,0.15,0.08
2019-02-07T00:00:00,1549497600000,53.27,-0.355,-0.19
2019-02-08T00:00:00,1549584000000,52.06,-2.271,-1.21
2019-02-11T00:00:00,1549843200000,51.56,-0.96,-0.5
2019-02-12T00:00:00,1549929600000,50.4,-2.25,-1.16
2019-02-13T00:00:00,1550016000000,50.66,0.516,0.26
2019-02-14T00:00:00,1550102400000,49.99,-1.323,-0.67
2019-02-15T00:00:00,1550188800000,50.52,1.06,0.53
2019-02-18T00:00:00,1550448000000,49.2,-2.613,-1.32
2019-02-20T00:00:00,1550620800000,50.13,1.89,0.93
2019-02-21T00:00:00,1550707200000,48.42,-3.411,-1.71
2019-02-22T00:00:00,1550793600000,47.92,-1.033,-0.5
2019-02-25T00:00:00,1551052800000,47.36,-1.169,-0.56
2019-02-28T00:00:00,1551312000000,48.37,2.133,1.01
2019-03-01T00:00:00,1551398400000,47.94,-0.889,-0.43
2019-03-04T00:00:00,1551657600000,48.2,0.542,0.26
2019-03-05T00:00:00,1551744000000,47.9,-0.622,-0.3
2019-03-06T00:00:00,1551830400000,47.3,-1.253,-0.6
2019-03-07T00:00:00,1551916800000,47.15,-0.317,-0.15
2019-03-08T00:00:00,1552003200000,47.47,0.679,0.32
2019-03-11T00:00:00,1552262400000,46.82,-1.369,-0.65
2019-03-12T00:00:00,1552348800000,46.42,-0.854,-0.4
2019-03-13T00:00:00,1552435200000,45.38,-2.24,-1.04
2019-03-14T00:00:00,1552521600000,45.17,-0.463,-0.21
2019-03-15T00:00:00,1552608000000,44.27,-1.992,-0.9
2019-03-18T00:00:00,1552867200000,43.85,-0.949,-0.42
2019-03-19T00:00:00,1552953600000,43.72,-0.296,-0.13
2019-03-20T00:00:00,1553040000000,44.3,1.327,0.58
2019-03-21T00:00:00,1553126400000,43.65,-1.467,-0.65
2019-03-26T00:00:00,1553558400000,42.67,-2.245,-0.98
2019-03-28T00:00:00,1553731200000,43.28,1.43,0.61
2019-03-29T00:00:00,1553817600000,41.46,-4.205,-1.82
2019-04-01T00:00:00,1554076800000,40.53,-2.243,-0.93
2019-04-02T00:00:00,1554163200000,39.76,-1.9,-0.77
2019-04-03T00:00:00,1554249600000,41.43,4.2,1.67
2019-04-04T00:00:00,1554336000000,43.08,3.983,1.65
2019-04-05T00:00:00,1554422400000,47.06,9.239,3.98
2019-04-08T00:00:00,1554681600000,46.35,-1.509,-0.71
2019-04-09T00:00:00,1554768000000,47.5,2.481,1.15
2019-04-11T00:00:00,1554940800000,46.5,-2.105,-1.0
2019-04-12T00:00:00,1555027200000,45.69,-1.742,-0.81
2019-04-15T00:00:00,1555286400000,43.98,-3.743,-1.71
2019-04-16T00:00:00,1555372800000,43.8,-0.409,-0.18
2019-04-17T00:00:00,1555459200000,44.71,2.078,0.91
2019-04-18T00:00:00,1555545600000,42.98,-3.869,-1.73
2019-04-23T00:00:00,1555977600000,43.05,0.163,0.07
2019-04-24T00:00:00,1556064000000,42.58,-1.092,-0.47
2019-04-29T00:00:00,1556496000000,42.64,0.141,0.06
2019-04-30T00:00:00,1556582400000,43.18,1.266,0.54
2019-05-01T00:00:00,1556668800000,42.33,-1.969,-0.85
2019-05-02T00:00:00,1556755200000,42.47,0.331,0.14
2019-05-03T00:00:00,1556841600000,43.0,1.248,0.53
2019-05-07T00:00:00,1557187200000,42.36,-1.488,-0.64
2019-05-08T00:00:00,1557273600000,43.26,2.125,0.9
2019-05-09T00:00:00,1557360000000,43.7,1.017,0.44
2019-05-10T00:00:00,1557446400000,42.67,-2.357,-1.03
2019-05-13T00:00:00,1557705600000,42.38,-0.68,-0.29
2019-05-14T00:00:00,1557792000000,42.52,0.33,0.14
2019-05-15T00:00:00,1557878400000,42.61,0.212,0.09
2019-05-16T00:00:00,1557964800000,41.72,-2.089,-0.89
2019-05-17T00:00:00,1558051200000,40.62,-2.637,-1.1
2019-05-20T00:00:00,1558310400000,41.02,0.985,0.4
2019-05-21T00:00:00,1558396800000,40.66,-0.878,-0.36
2019-05-22T00:00:00,1558483200000,41.22,1.377,0.56
2019-05-24T00:00:00,1558656000000,40.81,-0.995,-0.41
2019-05-29T00:00:00,1559088000000,40.82,0.025,0.01
2019-05-30T00:00:00,1559174400000,39.59,-3.013,-1.23
2019-05-31T00:00:00,1559260800000,39.1,-1.238,-0.49
2019-06-03T00:00:00,1559520000000,38.45,-1.662,-0.65
2019-06-04T00:00:00,1559606400000,39.47,2.653,1.02
2019-06-05T00:00:00,1559692800000,39.3,-0.431,-0.17
2019-06-06T00:00:00,1559779200000,38.15,-2.926,-1.15
2019-06-07T00:00:00,1559865600000,39.13,2.569,0.98
2019-06-10T00:00:00,1560124800000,39.98,2.172,0.85
2019-06-11T00:00:00,1560211200000,38.95,-2.576,-1.03
2019-06-12T00:00:00,1560297600000,38.88,-0.18,-0.07
2019-06-13T00:00:00,1560384000000,39.2,0.823,0.32
2019-06-14T00:00:00,1560470400000,39.25,0.128,0.05
2019-06-17T00:00:00,1560729600000,39.67,1.07,0.42
2019-06-18T00:00:00,1560816000000,38.88,-1.991,-0.79
2019-06-19T00:00:00,1560902400000,38.02,-2.212,-0.86
2019-06-20T00:00:00,1560988800000,37.74,-0.736,-0.28
2019-06-21T00:00:00,1561075200000,38.37,1.669,0.63
2019-06-24T00:00:00,1561334400000,38.7,0.86,0.33
2019-06-25T00:00:00,1561420800000,37.59,-2.868,-1.11
2019-06-28T00:00:00,1561680000000,37.63,0.106,0.04
2019-07-01T00:00:00,1561939200000,38.35,1.913,0.72
2019-07-02T00:00:00,1562025600000,37.82,-1.382,-0.53
2019-07-03T00:00:00,1562112000000,37.96,0.37,0.14
2019-07-04T00:00:00,1562198400000,38.47,1.344,0.51
2019-07-05T00:00:00,1562284800000,40.2,4.497,1.73
2019-07-08T00:00:00,1562544000000,41.67,3.657,1.47
2019-07-09T00:00:00,1562630400000,41.25,-1.008,-0.42
2019-07-10T00:00:00,1562716800000,43.14,4.582,1.89
2019-07-11T00:00:00,1562803200000,44.46,3.06,1.32
2019-07-12T00:00:00,1562889600000,45.59,2.542,1.13
2019-07-15T00:00:00,1563148800000,44.66,-2.04,-0.93
2019-07-16T00:00:00,1563235200000,42.42,-5.016,-2.24
2019-07-17T00:00:00,1563321600000,41.64,-1.839,-0.78
2019-07-18T00:00:00,1563408000000,40.62,-2.45,-1.02
2019-07-19T00:00:00,1563494400000,40.62,0.0,0.0
2019-07-22T00:00:00,1563753600000,39.75,-2.142,-0.87
2019-07-23T00:00:00,1563840000000,41.28,3.849,1.53
2019-07-25T00:00:00,1564012800000,40.16,-2.713,-1.12
2019-07-26T00:00:00,1564099200000,39.78,-0.946,-0.38
2019-07-29T00:00:00,1564358400000,39.64,-0.352,-0.14
2019-07-31T00:00:00,1564531200000,41.99,5.928,2.35
2019-08-01T00:00:00,1564617600000,45.15,7.526,3.16
2019-08-02T00:00:00,1564704000000,44.53,-1.373,-0.62
2019-08-05T00:00:00,1564963200000,43.46,-2.403,-1.07
2019-08-06T00:00:00,1565049600000,42.42,-2.393,-1.04
2019-08-07T00:00:00,1565136000000,43.19,1.815,0.77
2019-08-08T00:00:00,1565222400000,44.65,3.38,1.46
2019-08-09T00:00:00,1565308800000,44.78,0.291,0.13
2019-08-12T00:00:00,1565568000000,43.29,-3.327,-1.49
2019-08-13T00:00:00,1565654400000,43.98,1.594,0.69
2019-08-14T00:00:00,1565740800000,42.69,-2.933,-1.29
2019-08-15T00:00:00,1565827200000,42.16,-1.242,-0.53
2019-08-16T00:00:00,1565913600000,41.56,-1.423,-0.6
2019-08-19T00:00:00,1566172800000,41.31,-0.602,-0.25
2019-08-20T00:00:00,1566259200000,42.06,1.816,0.75
2019-08-21T00:00:00,1566345600000,42.42,0.856,0.36
2019-08-22T00:00:00,1566432000000,41.22,-2.829,-1.2
2019-08-23T00:00:00,1566518400000,40.37,-2.062,-0.85
2019-08-27T00:00:00,1566864000000,39.51,-2.13,-0.86
2019-08-28T00:00:00,1566950400000,40.03,1.316,0.52
2019-08-30T00:00:00,1567123200000,42.27,5.596,2.24
2019-09-02T00:00:00,1567382400000,40.45,-4.306,-1.82
2019-09-03T00:00:00,1567468800000,40.79,0.841,0.34
2019-09-04T00:00:00,1567555200000,40.88,0.221,0.09
2019-09-05T00:00:00,1567641600000,41.15,0.66,0.27
2019-09-06T00:00:00,1567728000000,41.18,0.073,0.03
2019-09-09T00:00:00,1567987200000,41.07,-0.267,-0.11
2019-09-10T00:00:00,1568073600000,46.07,12.174,5.0
2019-09-11T00:00:00,1568160000000,45.72,-0.76,-0.35
2019-09-12T00:00:00,1568246400000,46.43,1.553,0.71
2019-09-13T00:00:00,1568332800000,46.5,0.151,0.07
2019-09-16T00:00:00,1568592000000,47.63,2.43,1.13
2019-09-17T00:00:00,1568678400000,44.38,-6.823,-3.25
2019-09-18T00:00:00,1568764800000,42.18,-4.957,-2.2
2019-09-19T00:00:00,1568851200000,42.1,-0.19,-0.08
2019-09-20T00:00:00,1568937600000,42.79,1.639,0.69
2019-09-23T00:00:00,1569196800000,41.91,-2.057,-0.88
2019-09-25T00:00:00,1569369600000,41.09,-1.957,-0.82
2019-09-30T00:00:00,1569801600000,50.28,22.366,9.19
2019-10-01T00:00:00,1569888000000,51.13,1.691,0.85
2019-10-02T00:00:00,1569974400000,49.36,-3.462,-1.77
2019-10-03T00:00:00,1570060800000,49.01,-0.709,-0.35
2019-10-04T00:00:00,1570147200000,48.62,-0.796,-0.39
2019-10-07T00:00:00,1570406400000,48.17,-0.926,-0.45
2019-10-08T00:00:00,1570492800000,48.49,0.664,0.32
2019-10-09T00:00:00,1570579200000,48.46,-0.062,-0.03
2019-10-10T00:00:00,1570665600000,48.99,1.094,0.53
2019-10-11T00:00:00,1570752000000,48.95,-0.082,-0.04
2019-10-14T00:00:00,1571011200000,49.18,0.47,0.23
2019-10-15T00:00:00,1571097600000,49.38,0.407,0.2
2019-10-16T00:00:00,1571184000000,49.55,0.344,0.17
2019-10-17T00:00:00,1571270400000,49.16,-0.787,-0.39
2019-10-18T00:00:00,1571356800000,49.13,-0.061,-0.03
2019-10-21T00:00:00,1571616000000,48.27,-1.75,-0.86
2019-10-22T00:00:00,1571702400000,48.42,0.311,0.15
2019-10-23T00:00:00,1571788800000,47.77,-1.342,-0.65
2019-10-24T00:00:00,1571875200000,48.56,1.654,0.79
2019-10-25T00:00:00,1571961600000,47.62,-1.936,-0.94
2019-10-28T00:00:00,1572220800000,45.61,-4.221,-2.01
2019-10-29T00:00:00,1572307200000,44.83,-1.71,-0.78
2019-10-30T00:00:00,1572393600000,44.89,0.134,0.06
2019-10-31T00:00:00,1572480000000,48.94,9.022,4.05
2019-11-01T00:00:00,1572566400000,48.96,0.041,0.02
2019-11-04T00:00:00,1572825600000,49.58,1.266,0.62
2019-11-05T00:00:00,1572912000000,49.97,0.787,0.39
2019-11-06T00:00:00,1572998400000,48.79,-2.361,-1.18
2019-11-07T00:00:00,1573084800000,48.61,-0.369,-0.18
2019-11-08T00:00:00,1573171200000,48.1,-1.049,-0.51
2019-11-11T00:00:00,1573430400000,47.85,-0.52,-0.25
2019-11-12T00:00:00,1573516800000,47.04,-1.693,-0.81
2019-11-13T00:00:00,1573603200000,46.83,-0.446,-0.21
2019-11-14T00:00:00,1573689600000,47.02,0.406,0.19
2019-11-15T00:00:00,1573776000000,47.02,0.0,0.0
2019-11-18T00:00:00,1574035200000,45.91,-2.361,-1.11
2019-11-19T00:00:00,1574121600000,46.0,0.196,0.09
2019-11-20T00:00:00,1574208000000,46.52,1.13,0.52
2019-11-21T00:00:00,1574294400000,46.82,0.645,0.3
2019-11-22T00:00:00,1574380800000,47.79,2.072,0.97
2019-11-25T00:00:00,1574640000000,47.81,0.042,0.02
2019-11-26T00:00:00,1574726400000,47.22,-1.234,-0.59
2019-11-27T00:00:00,1574812800000,47.6,0.805,0.38
2019-11-28T00:00:00,1574899200000,47.13,-0.987,-0.47
2019-11-29T00:00:00,1574985600000,49.7,5.453,2.57
2019-12-02T00:00:00,1575244800000,48.49,-2.435,-1.21
2019-12-03T00:00:00,1575331200000,48.35,-0.289,-0.14
2019-12-04T00:00:00,1575417600000,48.27,-0.165,-0.08
2019-12-05T00:00:00,1575504000000,47.63,-1.326,-0.64
2019-12-06T00:00:00,1575590400000,46.8,-1.743,-0.83
2019-12-09T00:00:00,1575849600000,46.15,-1.389,-0.65
2019-12-10T00:00:00,1575936000000,45.46,-1.495,-0.69
2019-12-11T00:00:00,1576022400000,44.88,-1.276,-0.58
2019-12-12T00:00:00,1576108800000,45.81,2.072,0.93
2019-12-13T00:00:00,1576195200000,43.8,-4.388,-2.01
2019-12-16T00:00:00,1576454400000,43.82,0.046,0.02
2019-12-17T00:00:00,1576540800000,45.6,4.062,1.78
2019-12-18T00:00:00,1576627200000,46.78,2.588,1.18
